index,countryCode,countryName,cityCode,urbanAgglomeration,latitude,longitude,radius,yearMotorway,yearHST
410,156,China,23707,Rongcheng,37.15396,122.436268,NA,NA,NA
411,156,China,23709,Ruian,27.780759,120.675519,NA,NA,NA
412,156,China,23714,Sanhe,39.981938,117.07133,NA,NA,NA
413,156,China,20652,Sanmenxia,34.771452,111.20379,NA,NA,NA
414,156,China,20653,Sanming,26.264076,117.619053,NA,NA,NA
415,156,China,20654,Sanya,18.267573,109.503412,NA,NA,NA
416,156,China,20656,Shanghai,31.22222,121.45806,NA,NA,NA
417,156,China,20657,Shangqiu,34.424422,115.651378,NA,NA,NA
418,156,China,20658,Shangrao,28.460359,117.953064,NA,NA,NA
419,156,China,23716,Shangyu,30.031143,120.872182,NA,NA,NA
420,156,China,20659,Shantou,23.36814,116.71479,NA,NA,NA
421,156,China,20660,Shanwei,22.778662,115.356782,NA,NA,NA
422,156,China,20661,Shaoguan,24.8,113.58333,NA,NA,NA
423,156,China,20663,Shaoxing,30.011,120.5715,NA,NA,NA
424,156,China,20664,Shaoyang,27.240329,111.470907,NA,NA,NA
425,156,China,23719,Shengzhou,29.593023,120.821389,NA,NA,NA
426,156,China,20666,Shenyang,41.79222,123.43278,NA,NA,NA
427,156,China,20667,Shenzhen,22.541487,114.063427,NA,NA,NA
428,156,China,20668,Shihezi,44.307503,86.03204,NA,NA,NA
429,156,China,20669,Shijiazhuang,38.041845,114.510846,NA,NA,NA
430,156,China,20670,Shishi,24.736683,118.634046,NA,NA,NA
431,156,China,20671,Shiyan,32.644469,110.783587,NA,NA,NA
432,156,China,20672,Shizuishan,39.2333,106.7694,NA,NA,NA
433,156,China,23724,Shouguang,36.878792,118.748212,NA,NA,NA
434,156,China,20674,Shuangyashan,46.63611,131.15389,NA,NA,NA
435,156,China,23729,Shuozhou,39.31583,112.4225,NA,NA,NA
436,156,China,23730,Sihui,23.346173,112.695815,NA,NA,NA
437,156,China,20675,Siping,43.16333,124.36861,NA,NA,NA
438,156,China,23823,Songyuan,27.6217,119.0592,NA,NA,NA
439,156,China,23821,Suihua,46.636597,126.982968,NA,NA,NA
440,156,China,20676,Suining  Sichuan,30.523613,105.563901,NA,NA,NA
441,156,China,23820,Suizhou,31.71111,113.36306,NA,NA,NA
442,156,China,20677,Suqian,33.968102,118.292384,NA,NA,NA
443,156,China,20679,Suzhou  Anhui,33.635918,116.974726,NA,NA,NA
444,156,China,20678,Suzhou  Jiangsu,31.302068,120.585259,NA,NA,NA
445,156,China,20681,Taian  Shandong,36.190371,117.119081,NA,NA,NA
447,156,China,20682,Taichung,24.141613,120.67274,NA,NA,NA
448,156,China,20683,Tainan,23.131587,120.259004,NA,NA,NA
449,156,China,20684,Taipei,25.047009,121.54568,NA,NA,NA
450,156,China,23818,Taishan,22.250432,112.794336,NA,NA,NA
451,156,China,23817,Taixing,32.16667,120.01361,NA,NA,NA
452,156,China,20685,Taiyuan  Shanxi,37.861899,112.551572,NA,NA,NA
454,156,China,23816,Taizhou  Zhejiang,28.637219,121.418459,NA,NA,NA
